"","X","YEAR","MONTH","DAY","SITE","TRANSECT","SP_CODE","QUAD","SIDE","COUNT","AREA","GROUP","DIVISION.FAMILY","COMMON.DIVISION.NAME","SIZE","COMMON.NAME","KINGDOM","PHYLUM","CLASS","ORDER","FAMILY","GENUS","SPECIES","NOTES"
"114",114,2014,7,10,"BAKER_SOUTH","3","SLJ",24,"I",24,1,"Algae","Phaeophyta","Brown Algae","juvenile <10cm",NA,"Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima",NA
"115",115,2014,7,10,"BAKER_SOUTH","3","DEVI",24,"I",1,1,"Algae","Phaeophyta","Brown Algae",NA,"Sour or Stink Weed",NA,NA,NA,NA,NA,NA,"Desmerestia viridis",NA
"116",116,2014,7,10,"BAKER_SOUTH","3","CAIR",24,"I",1,1,"Invertebrate","Arthropods","Crustaceans",NA,"Atlantic Rock Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer irroratus",NA
"117",117,2014,7,11,"BAKER_SOUTH","2","DEVI",24,"I",1,1,"Algae","Phaeophyta","Brown Algae",NA,"Sour or Stink Weed",NA,NA,NA,NA,NA,NA,"Desmerestia viridis",NA
"118",118,2014,7,11,"BAKER_SOUTH","2","SL",24,"I",3,1,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima",NA
"119",119,2014,7,11,"BAKER_SOUTH","2","BLD",24,"I",10,1,"Algae","Phaeophyta","Brown Algae"," juvenile <3cm kelps",NA,NA,NA,NA,NA,NA,NA,"UNID Juv Laminariales",NA
"120",120,2014,7,11,"BAKER_SOUTH","1","BLD",24,"I",10,1,"Algae","Phaeophyta","Brown Algae"," juvenile <3cm kelps",NA,NA,NA,NA,NA,NA,NA,"UNID Juv Laminariales",NA
"121",121,2014,7,11,"BAKER_SOUTH","1","SLJ",24,"I",7,1,"Algae","Phaeophyta","Brown Algae","juvenile <10cm",NA,"Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima",NA
"122",122,2014,7,11,"BAKER_SOUTH","1","SL",24,"I",11,1,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima",NA
"123",123,2014,7,11,"BAKER_SOUTH","1","DEVI",24,"I",15,1,"Algae","Phaeophyta","Brown Algae",NA,"Sour or Stink Weed",NA,NA,NA,NA,NA,NA,"Desmerestia viridis",NA
"124",124,2014,7,11,"BAKER_SOUTH","1","MYSP",24,"I",1,1,"Fish","Chordates","Fish","<10cm","Sculpin",NA,NA,NA,NA,NA,NA,"Myoxocephalus ",NA
"125",125,2014,7,10,"BAKER_SOUTH","4","SL",32,"O",7,1,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima",NA
"126",126,2014,7,10,"BAKER_SOUTH","4","SLJ",32,"O",42,1,"Algae","Phaeophyta","Brown Algae","juvenile <10cm",NA,"Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima","mix of SLJ and BLD"
"127",127,2014,7,10,"BAKER_SOUTH","4","DEVI",32,"O",7,1,"Algae","Phaeophyta","Brown Algae",NA,"Sour or Stink Weed",NA,NA,NA,NA,NA,NA,"Desmerestia viridis",NA
"128",128,2014,7,10,"BAKER_SOUTH","4","ASFO",32,"O",2,1,"Invertebrate","Echinoderms","Sea Stars",NA,"Forbes Star",NA,NA,NA,NA,NA,NA,"Asterias forbesii",NA
"129",129,2014,7,10,"BAKER_SOUTH","4","CAIR",32,"O",1,1,"Invertebrate","Arthropods","Crustaceans",NA,"Atlantic Rock Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer irroratus",NA
"130",130,2014,7,10,"BAKER_SOUTH","3","BLD",32,"O",27,1,"Algae","Phaeophyta","Brown Algae"," juvenile <3cm kelps",NA,NA,NA,NA,NA,NA,NA,"UNID Juv Laminariales",NA
"131",131,2014,7,10,"BAKER_SOUTH","3","SL",32,"O",4,1,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima",NA
"132",132,2014,7,10,"BAKER_SOUTH","3","SLJ",32,"O",28,1,"Algae","Phaeophyta","Brown Algae","juvenile <10cm",NA,"Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima",NA
"133",133,2014,7,11,"BAKER_SOUTH","2","SLJ",32,"O",4,1,"Algae","Phaeophyta","Brown Algae","juvenile <10cm",NA,"Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima",NA
"134",134,2014,7,11,"BAKER_SOUTH","2","DEVI",32,"O",7,1,"Algae","Phaeophyta","Brown Algae",NA,"Sour or Stink Weed",NA,NA,NA,NA,NA,NA,"Desmerestia viridis",NA
"135",135,2014,7,11,"BAKER_SOUTH","2","SL",32,"O",4,1,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima",NA
"136",136,2014,7,11,"BAKER_SOUTH","2","BLD",32,"O",13,1,"Algae","Phaeophyta","Brown Algae"," juvenile <3cm kelps",NA,NA,NA,NA,NA,NA,NA,"UNID Juv Laminariales",NA
"137",137,2014,7,11,"BAKER_SOUTH","2","CAIR",32,"O",1,1,"Invertebrate","Arthropods","Crustaceans",NA,"Atlantic Rock Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer irroratus",NA
"138",138,2014,7,11,"BAKER_SOUTH","1","BLD",32,"O",21,1,"Algae","Phaeophyta","Brown Algae"," juvenile <3cm kelps",NA,NA,NA,NA,NA,NA,NA,"UNID Juv Laminariales",NA
"139",139,2014,7,11,"BAKER_SOUTH","1","SLJ",32,"O",12,1,"Algae","Phaeophyta","Brown Algae","juvenile <10cm",NA,"Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima",NA
"140",140,2014,7,11,"BAKER_SOUTH","1","DEVI",32,"O",20,1,"Algae","Phaeophyta","Brown Algae",NA,"Sour or Stink Weed",NA,NA,NA,NA,NA,NA,"Desmerestia viridis",NA
"141",141,2014,7,10,"BAKER_SOUTH","4","SL",40,"I",4,1,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima",NA
"142",142,2014,7,10,"BAKER_SOUTH","4","SLJ",40,"I",30,1,"Algae","Phaeophyta","Brown Algae","juvenile <10cm",NA,"Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima","mix of SLJ and BLD"
"143",143,2014,7,10,"BAKER_SOUTH","4","DEVI",40,"I",2,1,"Algae","Phaeophyta","Brown Algae",NA,"Sour or Stink Weed",NA,NA,NA,NA,NA,NA,"Desmerestia viridis",NA
"144",144,2014,7,10,"BAKER_SOUTH","4","ASFO",40,"I",2,1,"Invertebrate","Echinoderms","Sea Stars",NA,"Forbes Star",NA,NA,NA,NA,NA,NA,"Asterias forbesii",NA
"145",145,2014,7,10,"BAKER_SOUTH","4","ASRU",40,"I",1,1,"Invertebrate","Echinoderms","Sea Stars",NA,"Common Star","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Asterias","Asterias rubens",NA
"146",146,2014,7,10,"BAKER_SOUTH","4","MYSP",40,"I",1,1,"Fish","Chordates","Fish","<10cm","Sculpin",NA,NA,NA,NA,NA,NA,"Myoxocephalus ",NA
"147",147,2014,7,10,"BAKER_SOUTH","4","CAIR",40,"I",1,1,"Invertebrate","Arthropods","Crustaceans",NA,"Atlantic Rock Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer irroratus",NA
"148",148,2014,7,10,"BAKER_SOUTH","3","BLD",40,"I",25,1,"Algae","Phaeophyta","Brown Algae"," juvenile <3cm kelps",NA,NA,NA,NA,NA,NA,NA,"UNID Juv Laminariales",NA
"149",149,2014,7,10,"BAKER_SOUTH","3","SL",40,"I",10,1,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima",NA
"150",150,2014,7,10,"BAKER_SOUTH","3","SLJ",40,"I",50,1,"Algae","Phaeophyta","Brown Algae","juvenile <10cm",NA,"Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima",NA
"151",151,2014,7,10,"BAKER_SOUTH","3","DEVI",40,"I",4,1,"Algae","Phaeophyta","Brown Algae",NA,"Sour or Stink Weed",NA,NA,NA,NA,NA,NA,"Desmerestia viridis",NA
"152",152,2014,7,11,"BAKER_SOUTH","2","SLJ",40,"I",8,1,"Algae","Phaeophyta","Brown Algae","juvenile <10cm",NA,"Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima",NA
"153",153,2014,7,11,"BAKER_SOUTH","2","DEVI",40,"I",3,1,"Algae","Phaeophyta","Brown Algae",NA,"Sour or Stink Weed",NA,NA,NA,NA,NA,NA,"Desmerestia viridis",NA
"154",154,2014,7,11,"BAKER_SOUTH","1","BLD",40,"I",30,1,"Algae","Phaeophyta","Brown Algae"," juvenile <3cm kelps",NA,NA,NA,NA,NA,NA,NA,"UNID Juv Laminariales",NA
"155",155,2014,7,11,"BAKER_SOUTH","1","SLJ",40,"I",1,1,"Algae","Phaeophyta","Brown Algae","juvenile <10cm",NA,"Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima",NA
"156",156,2014,7,11,"BAKER_SOUTH","1","SL",40,"I",3,1,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima",NA
"157",157,2014,7,11,"BAKER_SOUTH","1","DEVI",40,"I",6,1,"Algae","Phaeophyta","Brown Algae",NA,"Sour or Stink Weed",NA,NA,NA,NA,NA,NA,"Desmerestia viridis",NA
"158",158,2014,7,11,"BAKER_SOUTH","1","SDL",40,"I",3,1,"Invertebrate","Echinoderms","Urchins",">20mm","Green Sea Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Strongylocentrotus","Strongylocentrotus droebachiensis",NA
"159",159,2014,7,24,"CALF_ISLAND","1","SL",0,"O",13,1,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima",NA
"160",160,2014,7,24,"CALF_ISLAND","1","SLJ",0,"O",4,1,"Algae","Phaeophyta","Brown Algae","juvenile <10cm",NA,"Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima",NA
"161",161,2014,7,24,"CALF_ISLAND","1","BLD",0,"O",8,1,"Algae","Phaeophyta","Brown Algae"," juvenile <3cm kelps",NA,NA,NA,NA,NA,NA,NA,"UNID Juv Laminariales",NA
"162",162,2014,7,24,"CALF_ISLAND","1","DEAC",0,"O",3,1,"Algae","Phaeophyta","Brown Algae",NA,"Sour or Stink Weed",NA,NA,NA,NA,NA,NA,"Desmerestia aculeata",NA
"163",163,2014,7,24,"CALF_ISLAND","1","ASFO",0,"O",3,1,"Invertebrate","Echinoderms","Sea Stars",NA,"Forbes Star",NA,NA,NA,NA,NA,NA,"Asterias forbesii",NA
"164",164,2014,7,24,"CALF_ISLAND","1","STCL",0,"O",1,1,"Invertebrate","Chordates","Tunicates",NA,"club tunicate","Animalia","Chordata","Ascidiacea","Stolidobranchia","Styelidae","Styela","Styela clava",NA
"165",165,2014,7,24,"CALF_ISLAND","2","SL",0,"O",3,1,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima","quad labels are reversed, written in as 40, 32, 24, 16, 8, 0 (data entered according to written labels)"
"166",166,2014,7,24,"CALF_ISLAND","2","SLJ",0,"O",1,1,"Algae","Phaeophyta","Brown Algae","juvenile <10cm",NA,"Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima","quad labels are reversed, written in as 40, 32, 24, 16, 8, 0 (data entered according to written labels)"
"167",167,2014,7,24,"CALF_ISLAND","2","ASFO",0,"O",7,1,"Invertebrate","Echinoderms","Sea Stars",NA,"Forbes Star",NA,NA,NA,NA,NA,NA,"Asterias forbesii","quad labels are reversed, written in as 40, 32, 24, 16, 8, 0 (data entered according to written labels)"
"168",168,2014,7,24,"CALF_ISLAND","2","HESA",0,"O",2,1,"Invertebrate","Echinoderms","Sea Stars",NA,"Blood Star","Animalia","Echinodermata","Asteroidea","Spinulosida","Echinasteridae","Henricia","Henricia sanguinolenta","quad labels are reversed, written in as 40, 32, 24, 16, 8, 0 (data entered according to written labels)"
"169",169,2014,7,24,"CALF_ISLAND","2","ASFOS",0,"O",1,1,"Invertebrate","Echinoderms","Sea Stars","juvenile","Forbes Star",NA,NA,NA,NA,NA,NA,"Asterias forbesii","quad labels are reversed, written in as 40, 32, 24, 16, 8, 0 (data entered according to written labels)"
"170",170,2014,7,24,"CALF_ISLAND","2","DEVI",0,"O",3,1,"Algae","Phaeophyta","Brown Algae",NA,"Sour or Stink Weed",NA,NA,NA,NA,NA,NA,"Desmerestia viridis","quad labels are reversed, written in as 40, 32, 24, 16, 8, 0 (data entered according to written labels)"
"171",171,2014,7,24,"CALF_ISLAND","3","SL",0,"O",3,1,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima",NA
"172",172,2014,7,24,"CALF_ISLAND","3","DEVI",0,"O",5,1,"Algae","Phaeophyta","Brown Algae",NA,"Sour or Stink Weed",NA,NA,NA,NA,NA,NA,"Desmerestia viridis",NA
"173",173,2014,7,24,"CALF_ISLAND","3","CAIS",0,"O",1,1,"Invertebrate","Arthropods","Crustaceans","juvenile","Atlantic Rock Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer irroratus",NA
"174",174,2014,7,24,"CALF_ISLAND","3","CAIS",0,"O",1,1,"Invertebrate","Arthropods","Crustaceans","juvenile","Green Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Carcinidae","Carcinus","Carcinus maenas",NA
"175",175,2014,7,24,"CALF_ISLAND","3","ASFOS",0,"O",1,1,"Invertebrate","Echinoderms","Sea Stars","juvenile","Forbes Star",NA,NA,NA,NA,NA,NA,"Asterias forbesii",NA
"176",176,2014,7,24,"CALF_ISLAND","3","HESA",0,"O",1,1,"Invertebrate","Echinoderms","Sea Stars",NA,"Blood Star","Animalia","Echinodermata","Asteroidea","Spinulosida","Echinasteridae","Henricia","Henricia sanguinolenta",NA
"177",177,2014,7,24,"CALF_ISLAND","4","SL",0,"O",1,1,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima",NA
"178",178,2014,7,24,"CALF_ISLAND","4","SLJ",0,"O",3,1,"Algae","Phaeophyta","Brown Algae","juvenile <10cm",NA,"Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima",NA
"179",179,2014,7,24,"CALF_ISLAND","4","DEVI",0,"O",2,1,"Algae","Phaeophyta","Brown Algae",NA,"Sour or Stink Weed",NA,NA,NA,NA,NA,NA,"Desmerestia viridis",NA
"180",180,2014,7,24,"CALF_ISLAND","4","CAIS",0,"O",1,1,"Invertebrate","Arthropods","Crustaceans","juvenile","Atlantic Rock Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer irroratus",NA
"181",181,2014,7,24,"CALF_ISLAND","4","CAIS",0,"O",1,1,"Invertebrate","Arthropods","Crustaceans","juvenile","Green Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Carcinidae","Carcinus","Carcinus maenas",NA
"182",182,2014,7,24,"CALF_ISLAND","4","MYSP",0,"O",1,1,"Fish","Chordates","Fish","<10cm","Sculpin",NA,NA,NA,NA,NA,NA,"Myoxocephalus ",NA
"183",183,2014,7,24,"CALF_ISLAND","1","SL",8,"I",1,1,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima",NA
"184",184,2014,7,24,"CALF_ISLAND","1","SLJ",8,"I",11,1,"Algae","Phaeophyta","Brown Algae","juvenile <10cm",NA,"Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima",NA
"185",185,2014,7,24,"CALF_ISLAND","1","BLD",8,"I",4,1,"Algae","Phaeophyta","Brown Algae"," juvenile <3cm kelps",NA,NA,NA,NA,NA,NA,NA,"UNID Juv Laminariales",NA
"186",186,2014,7,24,"CALF_ISLAND","1","DEAC",8,"I",2,1,"Algae","Phaeophyta","Brown Algae",NA,"Sour or Stink Weed",NA,NA,NA,NA,NA,NA,"Desmerestia aculeata",NA
"187",187,2014,7,24,"CALF_ISLAND","1","ASFO",8,"I",6,1,"Invertebrate","Echinoderms","Sea Stars",NA,"Forbes Star",NA,NA,NA,NA,NA,NA,"Asterias forbesii",NA
"188",188,2014,7,24,"CALF_ISLAND","1","STCL",8,"I",1,1,"Invertebrate","Chordates","Tunicates",NA,"club tunicate","Animalia","Chordata","Ascidiacea","Stolidobranchia","Styelidae","Styela","Styela clava",NA
"189",189,2014,7,24,"CALF_ISLAND","2","SL",8,"I",17,1,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima","quad labels are reversed, written in as 40, 32, 24, 16, 8, 0 (data entered according to written labels)"
"190",190,2014,7,24,"CALF_ISLAND","2","SLJ",8,"I",2,1,"Algae","Phaeophyta","Brown Algae","juvenile <10cm",NA,"Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima","quad labels are reversed, written in as 40, 32, 24, 16, 8, 0 (data entered according to written labels)"
"191",191,2014,7,24,"CALF_ISLAND","2","DEAC",8,"I",3,1,"Algae","Phaeophyta","Brown Algae",NA,"Sour or Stink Weed",NA,NA,NA,NA,NA,NA,"Desmerestia aculeata","quad labels are reversed, written in as 40, 32, 24, 16, 8, 0 (data entered according to written labels)"
"192",192,2014,7,24,"CALF_ISLAND","2","HESA",8,"I",1,1,"Invertebrate","Echinoderms","Sea Stars",NA,"Blood Star","Animalia","Echinodermata","Asteroidea","Spinulosida","Echinasteridae","Henricia","Henricia sanguinolenta","quad labels are reversed, written in as 40, 32, 24, 16, 8, 0 (data entered according to written labels)"
"193",193,2014,7,24,"CALF_ISLAND","3","SL",8,"I",3,1,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima",NA
"194",194,2014,7,24,"CALF_ISLAND","3","SLJ",8,"I",2,1,"Algae","Phaeophyta","Brown Algae","juvenile <10cm",NA,"Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima",NA
"195",195,2014,7,24,"CALF_ISLAND","3","BLD",8,"I",5,1,"Algae","Phaeophyta","Brown Algae"," juvenile <3cm kelps",NA,NA,NA,NA,NA,NA,NA,"UNID Juv Laminariales",NA
"196",196,2014,7,24,"CALF_ISLAND","3","HESA",8,"I",3,1,"Invertebrate","Echinoderms","Sea Stars",NA,"Blood Star","Animalia","Echinodermata","Asteroidea","Spinulosida","Echinasteridae","Henricia","Henricia sanguinolenta",NA
"197",197,2014,7,24,"CALF_ISLAND","4","SL",8,"I",5,1,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima",NA
"198",198,2014,7,24,"CALF_ISLAND","4","HESAS",8,"I",1,1,"Invertebrate","Echinoderms","Sea Stars","juvenile","Blood Star","Animalia","Echinodermata","Asteroidea","Spinulosida","Echinasteridae","Henricia","Henricia sanguinolenta",NA
"199",199,2014,7,24,"CALF_ISLAND","4","LADI",8,"I",1,1,"Algae","Phaeophyta","Brown Algae",NA,"Fingered Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Laminaria","Laminaria digitata",NA
"200",200,2014,7,24,"CALF_ISLAND","1","SL",16,"O",12,1,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima",NA
"201",201,2014,7,24,"CALF_ISLAND","1","SLJ",16,"O",8,1,"Algae","Phaeophyta","Brown Algae","juvenile <10cm",NA,"Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima",NA
"202",202,2014,7,24,"CALF_ISLAND","1","BLD",16,"O",30,1,"Algae","Phaeophyta","Brown Algae"," juvenile <3cm kelps",NA,NA,NA,NA,NA,NA,NA,"UNID Juv Laminariales",NA
"203",203,2014,7,24,"CALF_ISLAND","1","DEAC",16,"O",5,1,"Algae","Phaeophyta","Brown Algae",NA,"Sour or Stink Weed",NA,NA,NA,NA,NA,NA,"Desmerestia aculeata",NA
"204",204,2014,7,24,"CALF_ISLAND","1","ASFO",16,"O",3,1,"Invertebrate","Echinoderms","Sea Stars",NA,"Forbes Star",NA,NA,NA,NA,NA,NA,"Asterias forbesii",NA
"205",205,2014,7,24,"CALF_ISLAND","1","ASFOS",16,"O",1,1,"Invertebrate","Echinoderms","Sea Stars","juvenile","Forbes Star",NA,NA,NA,NA,NA,NA,"Asterias forbesii",NA
"206",206,2014,7,24,"CALF_ISLAND","1","STCL",16,"O",2,1,"Invertebrate","Chordates","Tunicates",NA,"club tunicate","Animalia","Chordata","Ascidiacea","Stolidobranchia","Styelidae","Styela","Styela clava",NA
"207",207,2014,7,24,"CALF_ISLAND","2","SL",16,"O",3,1,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima","quad labels are reversed, written in as 40, 32, 24, 16, 8, 0 (data entered according to written labels)"
"208",208,2014,7,24,"CALF_ISLAND","2","BLD",16,"O",3,1,"Algae","Phaeophyta","Brown Algae"," juvenile <3cm kelps",NA,NA,NA,NA,NA,NA,NA,"UNID Juv Laminariales","quad labels are reversed, written in as 40, 32, 24, 16, 8, 0 (data entered according to written labels)"
"209",209,2014,7,24,"CALF_ISLAND","2","DEAC",16,"O",1,1,"Algae","Phaeophyta","Brown Algae",NA,"Sour or Stink Weed",NA,NA,NA,NA,NA,NA,"Desmerestia aculeata","quad labels are reversed, written in as 40, 32, 24, 16, 8, 0 (data entered according to written labels)"
"210",210,2014,7,24,"CALF_ISLAND","2","HESAS",16,"O",3,1,"Invertebrate","Echinoderms","Sea Stars","juvenile","Blood Star","Animalia","Echinodermata","Asteroidea","Spinulosida","Echinasteridae","Henricia","Henricia sanguinolenta","quad labels are reversed, written in as 40, 32, 24, 16, 8, 0 (data entered according to written labels)"
"211",211,2014,7,24,"CALF_ISLAND","2","ULSP",16,"O",1,1,"Fish","Chordates","Fish",NA,"Shanny",NA,NA,NA,NA,NA,NA,"Ulvaria ","quad labels are reversed, written in as 40, 32, 24, 16, 8, 0 (data entered according to written labels)"
"212",212,2014,7,24,"CALF_ISLAND","3","SL",16,"O",4,1,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima",NA
"213",213,2014,7,24,"CALF_ISLAND","3","BLD",16,"O",2,1,"Algae","Phaeophyta","Brown Algae"," juvenile <3cm kelps",NA,NA,NA,NA,NA,NA,NA,"UNID Juv Laminariales",NA
"214",214,2014,7,24,"CALF_ISLAND","3","LADI",16,"O",1,1,"Algae","Phaeophyta","Brown Algae",NA,"Fingered Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Laminaria","Laminaria digitata",NA
"215",215,2014,7,24,"CALF_ISLAND","4","SL",16,"O",6,1,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima",NA
"216",216,2014,7,24,"CALF_ISLAND","4","SLJ",16,"O",2,1,"Algae","Phaeophyta","Brown Algae","juvenile <10cm",NA,"Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima",NA
"217",217,2014,7,24,"CALF_ISLAND","4","BLD",16,"O",1,1,"Algae","Phaeophyta","Brown Algae"," juvenile <3cm kelps",NA,NA,NA,NA,NA,NA,NA,"UNID Juv Laminariales",NA
"218",218,2014,7,24,"CALF_ISLAND","4","AGCL",16,"O",3,1,"Algae","Phaeophyta","Brown Algae",NA,"Shotgun Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Costariaceae","Agarum","Agarum clathratum",NA
"219",219,2014,7,24,"CALF_ISLAND","4","HESAS",16,"O",3,1,"Invertebrate","Echinoderms","Sea Stars","juvenile","Blood Star","Animalia","Echinodermata","Asteroidea","Spinulosida","Echinasteridae","Henricia","Henricia sanguinolenta",NA
"220",220,2014,7,24,"CALF_ISLAND","1","SL",24,"I",13,1,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima",NA
"221",221,2014,7,24,"CALF_ISLAND","1","SLJ",24,"I",2,1,"Algae","Phaeophyta","Brown Algae","juvenile <10cm",NA,"Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima",NA
